PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
M042,M042-03,M,12,Inwood Hill Park,,"Dyckman St, Hudson River, Harlem River S",W 214 St & Seaman Ave,0.396,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
QZ249,QZ249,Q,03,Greenstreet,,34th Av Btw 81 & 82 Streets,34th Av Btw 81 & 82 Streets,0.031,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ236,BZ236,B,15,GREENSTREET,,Guider Ave btw E 11th St & E 12th St,Guider Ave btw E 11th St & E 12th St,0.054,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
RZ171,RZ171,R,01,GREENSTREET,,Tompkins And Ward,Tompkins And Ward,0.131,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ146,QZ146,Q,06,Greenstreet,,Fleet St Groton St & Selfridge St,Fleet St Groton St & Selfridge St,0.009,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
MZ27,MZ27,M,12A,GREENSTREET,,"Amsterdam Ave, St. Nicholas Ave, and W 161 St","Amsterdam Ave, St. Nicholas Ave, and W 161 St",0.047,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M208D,M208D,M,11,Harlem River Park,,"E. 128 St., 2 Ave., 3 Ave., Harlem River Drive","E. 128 St., 2 Ave., 3 Ave., Harlem River Drive",5.756,Small Park,Neighborhood Park,0,,,,,DPR,,,,,0,,,
Q441,Q441,Q,03,Fisher Pool,,32 Ave. bet. 99 St. and 100 St.,32 Ave. bet. 99 St. and 100 St.,0.817,Other,Building,0,,,,,DPR,,,,,0,,,
X241,X241,X,04,Hoe Garden,,Hoe Ave. bet. Aldus St. and Bruckner Blvd.,Hoe Ave. bet. Aldus St. and Bruckner Blvd.,0.23,Small Park,Greenthumb,0,greenthumb,,,,DPR,,,,,0,,,
Q341E,Q341E,Q,02,Crosson Green,,"68 St., the BQE bet. Woodside Ave. and 43 Ave.","68 St., the BQE bet. Woodside Ave. and 43 Ave.",0.064,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
QZ399,QZ399,Q,08,Greenstreet,,Main St. Btw Gravett Rd & Melbourne Ave,Main St. Btw Gravett Rd & Melbourne Ave,0.041,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
MZ231,MZ231,M,14,GREENSTREET,,Riverside Drive Bet W 113 St And W 114 St,Riverside Drive Bet W 113 St And W 114 St,0.036,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
MZ133,MZ133,M,02,GREENSTREET,,East Houston St Bet Mott St And Mulberry,East Houston St Bet Mott St And Mulberry,0.044,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M171,M171,M,03,Cherry Clinton Playground,,Corner of Cherry St. and Clinton St.,Corner of Cherry St. and Clinton St.,0.483,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
B214,B214-01,B,05,Linden Park,,Vermont St. bet. Linden Blvd. and Stanley Ave.,"Vermont St, Stanley Ave, Gershwin JHS, Fence Betw Courts & Football Field",5.898,Small Park,JOP,1,,,,,DPR,,,,,1,,,
B498,B498,B,03,Louis Pl Friends,,Louis Pl. between Herkimer St. and Atlantic Ave.,Louis Pl. between Herkimer St. and Atlantic Ave.,0.041,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
XZ181,XZ181,X,11,Greenstreet,,Pelham Pkwy South & Williamsbridge Rd (1),Pelham Pkwy South & Williamsbridge Rd (1),0.013,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
XZ406,XZ406,X,09,Church Triangle,,"Cross Bronx Expy, Castle Hill Ave, and Watson Ave","Cross Bronx Expy, Castle Hill Ave, and Watson Ave",0.03,Greenstreet,,0,Parks property. Rated under X012.,,,,DOT,,,,,0,,,
M010,M010-169,M,13,Central Park,,"5 Av To Central Park W, 59 St To 110 St","86 St, W/o West Drive",0.604,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
QZ193,QZ193,Q,01,Greenstreet,,29 St & 41 Av,29 St & 41 Av,0.031,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
QZ994,QZ994,Q,10,Greenstreet,,"153 ave & 155 st, S Median","153 ave & 155 st, S Median",0.052,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q015,Q015,Q,16,Forest Park,,"Myrtle Ave, Union Tpke, Park Lane S","Myrtle Ave, Union Tpke, Park Lane S",506.86,Large Park,Flagship Park,0,Rated as separate zones,,,,DPR,,,,,0,,,
B422,B422,B,02,Bkln Bears Rockwell Pl Garden,,"Flatbush Ave., Lafayette Ave., Rockwell Pl.","Flatbush Ave., Lafayette Ave., Rockwell Pl.",0.082,Small Park,Greenthumb,0,Greenthumb,,,,DPR,,,,,0,,,
RZ275,RZ275,R,03,Greenstreet,,"Richmond Pkwy, Edgemere & Delmar Aves","Richmond Pkwy, Edgemere & Delmar Aves",0.326,Greenstreet,,0,,,,,DOT,,,,,0,,,
MZ453,MZ453,M,03,GREENSTREET,,"Montgomery st btw Cherry & Madison, N","Montgomery st btw Cherry & Madison, N",0.05,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q459,Q459,Q,14,Dubos Point Wildlife Sanctuary,,"Decosta Ave, B 63 St, Bayfield Ave, Barbadoes Dr","Decosta Ave, B 63 St, Bayfield Ave, Barbadoes Dr",53.298,Large Park,Large Park,0,marsh; Focus Park,,,,DPR,,,,,0,,,
B531,B531,B,03,Garden of Plenty,,Hunterfly Pl. between Herkimer St. and Atlantic Ave.,Hunterfly Pl. between Herkimer St. and Atlantic Ave.,0.062,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
B021,B021,B,02,Commodore Barry Park,,"Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.","Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.",10.391,Large Park,Large Park,1,,,,,DPR,,,,,1,,,
B230,B230,B,06,Nicholas Naquan Heyward Jr. Park,,Wyckoff St. between Hoyt St. and Bond St.,Wyckoff St. between Hoyt St. and Bond St.,1.041,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
QZ190,QZ190,Q,01,Greenstreet,,Queens Plaza North Bet 27 St & 28 St,Queens Plaza North Bet 27 St & 28 St,0.108,Greenstreet,Type 1,0,,,,,DOT,,,,,0,,,
MZ465,MZ465,M,02,Greenstreet,,South side Bleecker St btw Mercer St & Laguardia Pl,South side Bleecker St btw Mercer St & Laguardia Pl,0.461,,Type 1 Greenstreet,0,,,,,,,,,,,,,
QZ590,QZ590,Q,13,Greenstreet,,Langdale St & Union Tpke (south side),Langdale St & Union Tpke (south side),0.021,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
Q015,Q015-09,Q,16,Forest Park,,"Myrtle Ave, Union Tpke, Park Lane S","Freedom Dr, Pk Lane S, 102 St",0.294,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
Q013,Q013,Q,04,Veterans Grove,,"Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.","Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.",0.626,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
QZ880,QZ880,Q,08,Greenstreet,,75 Av Bet 184 St & 183 St,75 Av Bet 184 St & 183 St,0.046,Greenstreet,,0,,,,,DOT,,,,,0,,,
Q283,Q283,Q,13,225 Street Malls,,225 St. bet. 135 Ave. and 141 Ave.,225 St. bet. 135 Ave. and 141 Ave.,0.402,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
XS033,XS033,X,08,M.S. 244,,Kingsbridge Ter. Bet. W. 229 St. and W. 230 St.,Kingsbridge Ter. Bet. W. 229 St. and W. 230 St.,0.357,,Null,0,,,,,DOE,,,,,,,,
X244,X244,X,05,Grand Playground,,W. 181 St. bet. Grand Ave. and Davidson,W. 181 St. bet. Grand Ave. and Davidson,0.381,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
M010,M010-ZN38,M,13,Central Park,,"5 Av To Central Park W, 59 St To 110 St","East Drive, 97 St Transverse, 5 Ave, E 102 St Entrance",19.993,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
Q162,Q162-ZN04,Q,14,Rockaway Beach and Boardwalk,,Lands underwater bet. B. 2 St. and B. 73 St.,BTWN 56TH ST AND 73RD ST,0,Large Park,Beach Zone,0,Split,,,,DPR,,,,,0,,,
B396,B396,B,16,Nehemiah Park,,"Watkins St., Mother Gaston Blvd., Livonia Ave., Riverdale Ave.","Watkins St., Mother Gaston Blvd., Livonia Ave., Riverdale Ave.",1.648,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
X367,X367,X,05,Davidson Park,,Davidson Ave. bet. W 176 St. and W. 177 St.,Davidson Ave. bet. W 176 St. and W. 177 St.,0.258,,,0,,,,,DPR,,,,,,,,
BZ388,BZ388,B,18,GREENSTREET,,Seaview Ave & East 105 St & East 108 St,Seaview Ave & East 105 St & East 108 St,0.193,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
RZ91,RZ91,R,01,GREENSTREET,,RICHMOND TERRACE B/W SI FERRY & SCHUYLER ST (PLANTERS),RICHMOND TERRACE B/W SI FERRY & SCHUYLER ST (PLANTERS),0,Greenstreet,Type 1,0,Just trees (type 2).,,,,DPR,,,,,0,,,
B444,B444,B,01,Berry Street Garden,,Berry St. between S. 3 St. and S. 2 St.,Berry St. between S. 3 St. and S. 2 St.,0.137,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
M020,M020,M,07,Dante Park,,"Broadway, Columbus Av, W 63 St","Broadway, Columbus Av, W 63 St",0.142,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
Q422,Q422,Q,14,Seaside Playground,,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,1.144,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
X304,X304,X,02,Tiffany Street Pier,,Tiffany St. at Viele Ave.,Tiffany St. at Viele Ave.,4.231,Small Park,Neighborhood Park,0,"Rated under X307. Entire park was rated under X304, but that is technically just the pier. 1/16/14 AB.",,,,DPR,,,,,0,,,
MZ336,MZ336,M,10,Greenstreet,,Adam C Powell Blvd betw W 142-143 Sts,Adam C Powell Blvd betw W 142-143 Sts,0.049,Greenstreet,,0,,,,,DOT,,,,,0,,,
M062,M062,M,13,Grand Army Plaza,,"5 Av, W 58 St To W 59 St","5 Av, W 58 St To W 59 St",0.625,Small Park,Sitting Area/Triangle/Mall,0,rated with M010-02 (maintained by CPC) 6/3/14 AB.,,,,DPR,,,,,0,,,
Q023,Q023-01,Q,12,Rufus King Park,,"Jamaica Ave., 89 Ave. bet. 150 St. and 153 St.",Jamaica Ave & 153 St,0.456,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
M108T01,M108T01,M,15,East River Esplanade,,"FDR Drive, E 90 St. To E 125 St.","FDR Drive, E 90 St. To E 125 St.",8.595,Small Park,Sitting Area/Triangle/Mall,0,Now rated among 5 large park zones (M108T used a parent prop),,,,DPR/DOT/TBTA,,,,,0,,,
B073,B073-ZN07,B,19,Prospect Park,,"Prospect Pk W, Flatbush, Parkside, Ocean Aves","Park Circle, Peristyle, S. Lake Dr.",6.813,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
X010,X010-03,X,03,Crotona Park,,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East","Crotona N Bet Waterloo, Marmion",0.498,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
MZ331,MZ331,M,11,Greenstreet,,"Harlem River Drive Southbound, Exit 23","Harlem River Drive Southbound, Exit 23",0.2,Greenstreet,,0,,,,,DOT,,,,,0,,,
B087,B087,B,07,Sunset Park,,"41 St., 44 St., bet. 5 Ave. and 7 Ave.","41 St., 44 St., bet. 5 Ave. and 7 Ave.",24.498,Large Park,Large Park,1,,,,,DPR,,,,,0,,,
M037,M037-04,M,12A,Highbridge Park,,"W 155 St and Dyckman St, Edgecombe Av & Amsterdam Av",W 189 St &  Amsterdam Ave,1.462,Small Park,Plgd Within Park,1,,,,,DPR,,,,,1,,,
Q203,Q203,Q,10,David J O'Connell Square,,"Rockaway Blvd., 115 Ave. bet. 117 St. and 118 St.","Rockaway Blvd., 115 Ave. bet. 117 St. and 118 St.",0.055,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
M015,M015,M,01,Columbus Park,,"Baxter St, Mulberry St, Bayard St and Park","Baxter St, Mulberry St, Bayard St and Park",3.233,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
M307,M307,M,07,W 87th Street Garden,,"W. 87 St., Columbus Ave., Central Park W.","W. 87 St., Columbus Ave., Central Park W.",0.095,Small Park,Greenthumb,0,Greenthumb garden,,,,DPR,,,,,0,,,
X307,X307,X,02,Barretto Point Park,,Viele Ave. bet. Tiffany St. and Barretto St.,Viele Ave. bet. Tiffany St. and Barretto St.,12.224,Small Park,Neighborhood Park,1,,,,,DPR,,,,,1,,,
B166E,B166E,B,15,Sixteen Lindens Triangle,,"E. 16 St., Shore Pkwy., Bay Ct.","E. 16 St., Shore Pkwy., Bay Ct.",0.487,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
X002,X002-ZN04,X,14,Bronx Park,,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St","Kazimiroff, Mosholu, Duncomb, Metro N Rr Tracks, Bronx River Pkwy",57.715,Large Park,Large Park Zone,1,,,,,DPR,,,,,1,,,
X045,X045-01,X,01,St. Mary's Park,,St Mary's St bet. St Ann's Av and Jackson Av,Jackson Ave & 144 St,0.834,Small Park,Plgd Within Park,1,,,,,DPR,,,,,1,,,
B429,B429,B,04,Hope Ballfield,,Knickerbocker Ave. between Grove St. and Menahan St.,Knickerbocker Ave. between Grove St. and Menahan St.,1.363,Small Park,Neighborhood Park,1,,,,,DPR,,,,,0,,,
M164,MR-02,M,06,Asser Levy Recreation Center-Building,,392 Asser Levy Place,392 Asser Levy Place,,Small Center,Recreation Center,1,,,,,DPR,,,,,0,,,
X150J,X150J-01,X,08,Bailey Playground,,Bailey Av bet. W 234 St and W 237 St,"Bailey Ave, W 234 St To Approximately W 235 St",1.284,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
X118,X118-01,X,09,Soundview Park,,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Lafayette Ave Bet Morrison & Boynton Ave,0.22,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
QZ559,QZ559,Q,13,Greenstreet,,FL Blvd bet. 231 St & 232 St,FL Blvd bet. 231 St & 232 St,0.037,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ21,BZ21,B,17,GREENSTREET,,"Remsen Ave, Rutland Rd, and E 52 St","Remsen Ave, Rutland Rd, and E 52 St",0.064,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
RZ10,RZ10,R,03,GREENSTREET,,Drumgoole Rd E & West Terrace,Drumgoole Rd E & West Terrace,0.26,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
XZ114,XZ114,X,06,Greenstreet,,"Crotona Malls, Southern Blvd.  Bet. E. 1","Crotona Malls, Southern Blvd.  Bet. E. 1",0.305,Greenstreet,Type 1,0,rated as part of zone,,,,DOT,,,,,0,,,
RZ109,RZ109,R,03,GREENSTREET,,Boscombe Bet. Madsen And Page,Boscombe Bet. Madsen And Page,0.03,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
Q030,Q030,Q,08,Midland Malls,,Midland Pkwy. bet. Surrey Place and Hillside Ave.,Midland Pkwy. bet. Surrey Place and Hillside Ave.,1.803,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
QZ216,QZ216,Q,02,Greenstreet,,11 St Bet 46 Av & 46 Rd  north,11 St Bet 46 Av & 46 Rd  north,0.017,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
R013,R013-G01,R,02,LaTourette Park & Golf Course,,"Forest Hill & London Rds, Rockland Ave","Forest Hill & London Rds, Rockland Ave",142.106,Other,Golf Course,1,,,,,DPR,,,,,0,,,
MT07,MT07,M,12,Muscota Marsh,,W. 218 Street bet. Indian Road and Seaman Ave.,W. 218 Street bet. Indian Road and Seaman Ave.,1.435,Other,REDEC,1,,,,,Private/DPR,,,,,0,,,
M170,M170,M,02,Petrosino Square,,"Kenmare St., Lafayette St., and Cleveland Pl.","Kenmare St., Lafayette St., and Cleveland Pl.",0.047,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
X319,X319,X,03,Jackson Forest Garden,,Home St bet. Jackson Av and Forrest Av,Home St bet. Jackson Av and Forrest Av,0.18,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
BZ150,BZ150,B,16,GREENSTREET,,"Eastern Pkwy, Thomas Boyland St, and Park Pl","Eastern Pkwy, Thomas Boyland St, and Park Pl",0.115,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
R132,R132,R,03,Bunker Ponds Park,,"Hylan Blvd., Chester Ave., Arbutus Ave., Huguenot Ave.","Hylan Blvd., Chester Ave., Arbutus Ave., Huguenot Ave.",36.691,Large Park,Undeveloped,0,Pending,,,,DPR,,,,,0,,,
RZ296,RZ296,R,02B,GREENSTREET,,Father Capodanno Blvd AND GREELEY AVE,Father Capodanno Blvd AND GREELEY AVE,0.251,Greenstreet,,0,,,,,DOT,,,,,0,,,
B416,B416,B,05,TLC Sculpture Park Garden,,Glenmore Ave. and Hinsdale Ave.,Glenmore Ave. and Hinsdale Ave.,0.172,Small Park,Greenthumb,0,Greenthumb,,,,DPR,,,,,0,,,
XZ170,XZ170,X,10,GREENSTREET,,Bruckner Blvd. And Hollywood Ave.,Bruckner Blvd. And Hollywood Ave.,0.014,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
XZ297,XZ297,X,04,GREENSTREET,,Edward L Grant Hwy btw W 170 St & W 169 St,Edward L Grant Hwy btw W 170 St & W 169 St,0.187,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
MZ245,MZ245,M,02,GREENSTREET,,7th Ave South And Bedford St & Morton St,7th Ave South And Bedford St & Morton St,0.003,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ869,QZ869,Q,07,Greenstreet,,College Point Bl Bet Graham St & 26 Av,College Point Bl Bet Graham St & 26 Av,0.025,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ49,QZ49,Q,04,Greenstreet,,Justice Av At Broadway,Justice Av At Broadway,0.035,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ688,QZ688,Q,14,Greenstreet,,Shorefront Pkwy & Bch 77th St,Shorefront Pkwy & Bch 77th St,0.193,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B065,B065-ZN01,B,12,Ocean Parkway Malls,,"Ocean Parkway bet. Coney Island Ave., Parkside Ave. and Sea Breeze Ave.",Btwn Church And Courtelyou,3.104,Large Park,Large Park Zone,1,,,,,DPR,,,,,0,,,
B296,B296,B,13,Luna Playground,,Surf Ave. between W. 12 St. and W. 8 St.,Surf Ave. between W. 12 St. and W. 8 St.,1.76,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
B073,B073-ZN13,B,19,Prospect Park,,"Prospect Pk W, Flatbush, Parkside, Ocean Aves","East Dr., West Dr., Picnic House, Payne Hill",44.331,Large Park,Flagship Park Zone,1,,,,,DPR,,,,,0,,,
QZ01,QZ01,Q,02,Greenstreet,,48 St Bet 54 Av & 54 Rd,48 St Bet 54 Av & 54 Rd,0.206,Greenstreet,Type 1,0,Rated as QT17,,,,DOT,,,,,0,,,
QZ705,QZ705,Q,15,Greenstreet,,College Pt Bl & 58 Rd,College Pt Bl & 58 Rd,0.221,Greenstreet,,0,,,,,DOT,,,,,0,,,
X232,X232,X,11,Burns Playground,,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,1.623,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
X155,X155,X,01,Patterson Playground,,E. 148 St. bet. Morris Ave. and College Ave.,E. 148 St. bet. Morris Ave. and College Ave.,2.37,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
QZ708,QZ708,Q,02,Greenstreet,,Bqe Broadway & 37 Av,Bqe Broadway & 37 Av,0.043,Greenstreet,,0,,,,,DOT,,,,,0,,,
B028,B028-01,B,10,Dyker Beach Park,,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",Cropsey & Bay 8,0.626,Small Park,Plgd Within Park,1,,,,,DPR,,,,,0,,,
RS020,RS020,R,02,I.S. 72,,Travis Ave. bet.ween Merrymount St. and Ferndale Ave.,Travis Ave. bet.ween Merrymount St. and Ferndale Ave.,3.271,,,0,,,,,DOE,,,,,0,,,
XZ378,XZ378,X,05,Greenstreet,,University & W 180 St,University & W 180 St,0.045,Greenstreet,,0,,,,,DOT,,,,,0,,,
QZ666,QZ666,Q,14,Greenstreet,,Breezy Point Blvd & Rockaway Point Blvd (3),Breezy Point Blvd & Rockaway Point Blvd (3),0.057,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ538,QZ538,Q,13,Greenstreet,,135 Av Bet 234 St & 234 Pl,135 Av Bet 234 St & 234 Pl,0.048,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
B371,B371,B,05,Spring Creek Park,,"Shore Pkwy and Seaview Ave., Schenk Ave.","Shore Pkwy and Seaview Ave., Schenk Ave.",42.583,Other,REDEC,1,,,,,DPR,,,,,0,,,
BZ246,BZ246,B,01,GREENSTREET,,"BQE Exit NB, Humboldt St, and Herbert St","BQE Exit NB, Humboldt St, and Herbert St",0.136,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M203B,M203B,M,06,Ralph Bunche Park,,"1 Ave., bet. E. 42 St. and E. 43 St.","1 Ave., bet. E. 42 St. and E. 43 St.",0.423,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
BZ440,BZ440,B,02,GREENSTREET,,Adams St Bet Tillary St & Willoughby St,Adams St Bet Tillary St & Willoughby St,0.042,Greenstreet,,0,,,,,DOT,,,,,0,,,
X026,X026,X,03,Hines Park,,Fulton Av to Franklin Av bet. E 167 St and E 166 St,Fulton Av to Franklin Av bet. E 167 St and E 166 St,0.383,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,0,,,
M194,M194,M,03,Alfred E. Smith Playground,,"Catherine Slip, Madison St. and South St.","Catherine Slip, Madison St. and South St.",1.75,Small Park,Neighborhood Plgd,1,,,,,DPR/NYCHA,,,,,1,,,
Q114,Q114,Q,02,Park,,Bridge Plaza South bet. 22 St. and 23 St.,Bridge Plaza South bet. 22 St. and 23 St.,0,,,0,,,,,CDOT,,,,,,,,
X174,X174,X,06,Webster Playground,,E. 188 St. bet. Webster Ave. and Park Ave.,E. 188 St. bet. Webster Ave. and Park Ave.,0.744,Small Park,Neighborhood Plgd,1,,,,,DPR,,,,,1,,,
B113E,B113E,B,02,Walt Whitman Park,,"Cadman Plaza East, Adams St. bet. Red Cross Pl. and Tillary St.","Cadman Plaza East, Adams St. bet. Red Cross Pl. and Tillary St.",2.913,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
B477,B477,B,05,Jerome Gardens,,Jerome St. and Sutter Ave.,Jerome St. and Sutter Ave.,0.036,Small Park,Greenthumb,0,,,,,DPR,,,,,0,,,
RZ219,RZ219,R,01,GREENSTREET,,Park And Lakewood,Park And Lakewood,0.032,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B031,B031,B,01,Fidelity Triangle,,Monitor St. bet. Engert Ave. and Meeker Ave.,Monitor St. bet. Engert Ave. and Meeker Ave.,0.005,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
QZ563,QZ563,Q,13,Greenstreet,,139 Av Bet 223 St & 224 St,139 Av Bet 223 St & 224 St,0.043,Greenstreet,Type 2,0,Just trees (type 2).,,,,DOT,,,,,0,,,
BZ127,BZ127,B,05,GREENSTREET,,"Jamaica Ave, Arlington Ave, and Wyona St (W Tip)","Jamaica Ave, Arlington Ave, and Wyona St (W Tip)",0.004,Greenstreet,Type 2,0,Just concrete? BZ128 was getting mistakenly rated. Made unratable 2/2014 AB.,,,,DOT,,,,,0,,,
XZ57,XZ57,X,03,GREENSTREET,,Union And 169th Street,Union And 169th Street,0.011,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
QZ77,QZ77,Q,10,Greenstreet,,Hawtree Creek Rd & Linden Blvd & 123 St,Hawtree Creek Rd & Linden Blvd & 123 St,0.062,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
M221,M221,M,04,Gutenberg Playground,,W. 49 St. bet. 9 Ave. and 10 Ave.,W. 49 St. bet. 9 Ave. and 10 Ave.,0.551,Small Park,JOP,1,,,,,DPR/DOE,,,,,0,,,
R151,R151,R,03,Isle Of Meadows,,Arthur Kills Near Fresh Kills Landfill,Arthur Kills Near Fresh Kills Landfill,87.516,Other,Isle,0,Not available for public use.,,,,DPR,,,,,0,,,
B297,B297,B,12,Albemarle Playground,,"Albemarle Rd., Dahill Rd., Mcdonald Ave.","Albemarle Rd., Dahill Rd., Mcdonald Ave.",0.538,Small Park,JOP,1,,,,,DPR/DOE,,,,,1,,,
R016,R016-ZN01,R,03,Great Kills Park,,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La.",Cedar Grove Ave From New Dorp Lane To Marine Way,18.416,Large Park,Beach Zone,1,,,,,DPR,,,,,0,,,
Q151,Q151,Q,04,Grand Slope,,"Kneeland Ave., Grand Ave. bet. Manilla St. and Haspel St.","Kneeland Ave., Grand Ave. bet. Manilla St. and Haspel St.",0.207,Small Park,Sitting Area/Triangle/Mall,1,,,,,DPR,,,,,0,,,
Q162G14,Q162G14,Q,14,Park,,Rockaway Boardwalk bet. B. 39 St and B. 38 St.,Rockaway Boardwalk bet. B. 39 St and B. 38 St.,0,Other,STRIP,0,Beach,,,,-,,,,,0,,,
QZ37,QZ37,Q,12,Greenstreet,,Montauk St & Nellis St & 122 Av,Montauk St & Nellis St & 122 Av,0.077,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
RZ183,RZ183,R,03,GREENSTREET,,Veterans Bet. Arthur Kill And Shore Expy,Veterans Bet. Arthur Kill And Shore Expy,0.303,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
B570,B570,B,06,Dolly's Park,,President St. bet. Nevins St. and 3 Ave.,President St. bet. Nevins St. and 3 Ave.,0.052,,,0,,,,,DPR,,,,,,,,
XZ01,XZ01,X,02,GREENSTREET,,Tiffany Bet. Longwood And Spofford,Tiffany Bet. Longwood And Spofford,0.126,Greenstreet,Type 1,1,,,,,DOT,,,,,0,,,
X150I,X150I,X,08,Cooney Grauer Field,,Bailey Ave. bet. W. 233 St. and W. 234 S,Bailey Ave. bet. W. 233 St. and W. 234 S,1.274,Small Park,Neighborhood Park,1,,,,,DPR,,,,,0,,,
